21:23:40.861 [main] INFO  com.ntu.client2.Node2ClientApplication - Starting Node2ClientApplication on LAPTOP-6SA701DM with PID 11464 (C:\Users\Lenovo\Desktop\datasync\datasync_node2_client\target\classes started by Lenovo in C:\Users\Lenovo\Desktop\datasync)
21:23:40.872 [main] INFO  com.ntu.client2.Node2ClientApplication - No active profile set, falling back to default profiles: default
21:23:43.803 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8084 (http)
21:23:43.817 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8084"]
21:23:43.818 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
21:23:43.819 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.33]
21:23:44.053 [main] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
21:23:44.054 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 2948 ms
21:23:45.084 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
21:23:45.635 [main] INFO  com.ntu.common.client.EMQTTClient - connecting to server: ssl://127.0.0.1:8883
21:23:52.217 [main] INFO  com.ntu.client2.ClientStart - 团结河节点成功连接至MQTT服务器.........
21:23:52.221 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8084"]
21:23:52.259 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8084 (http) with context path ''
21:23:52.265 [main] INFO  com.ntu.client2.Node2ClientApplication - Started Node2ClientApplication in 13.211 seconds (JVM running for 17.12)
21:24:02.317 [node2] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
21:24:02.525 [node2] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
21:24:03.093 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:AreaSpot(infoId=1, areaName=null, areaId=123, spotId=123, spotName=2131111, spotUrl=11111111111, spotHistoryurl=1, spotObserargs=null, spotObsermeth=null, spotPosinfo=null, spotRuntime=null, spotIntro=null)
21:24:04.094 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:BoxSensor(infoId=2, areaId=ss, spotId=ss, nodeId=ss, dataTime=Tue May 26 20:14:07 CST 2020, conductivity=4.41111008E8, temperature=4400.12, pressure=4.0, salinity=null, dissolvedoxygen=null, spad=null, turbidity=null, andan=null, yaxiaodan=null, linsuanyan=null, orp=null, areaName=null)
21:24:05.129 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
21:24:05.129 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - AREA_SPOT表中 1 号数据同步成功....
21:24:05.231 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
21:24:05.231 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - BOX_SENSOR表中 2 号数据同步成功....
21:36:34.575 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:BoxSensor(infoId=4, areaId=12, spotId=2, nodeId=2, dataTime=Wed May 13 21:36:27 CST 2020, conductivity=123.0, temperature=45.0, pressure=54.0, salinity=null, dissolvedoxygen=null, spad=null, turbidity=null, andan=null, yaxiaodan=null, linsuanyan=null, orp=null, areaName=null)
21:36:35.589 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
21:36:35.589 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - BOX_SENSOR表中 4 号数据同步成功....
21:36:55.588 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyDianYa(infoId=7, areaId=452, spotId=54, nodeId=635, dataTime=Tue May 26 21:36:46 CST 2020, dianya=null, dianliust=null, state=null, areaName=null)
21:36:55.596 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
21:36:55.596 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - TUANJIEHE_BUOY_DIANYA表中 7 号数据同步成功....
